CHVRCHES,Recover,0,0,0,0
Bleachers,I Wanna Get Better,5,2,0,0
Shortstraw,Couch Potato,0,0,0,0
Twin Shadow,To The Top,0,0,0,0
Iggy Azalea,Fancy,0,0,0,0
Drowners,Long Hair,0,0,0,0
Royal Bangs,Better Run,0,0,0,0
Jesse Boykins III,I Wish,1,2,0,0
Future Islands,Seasons (Waiting On You),0,0,0,0
Warpaint,Love Is to Die,3,0,0,0
First Aid Kit,Cedar Lane,0,0,0,0
King Krule,Easy Easy,0,0,0,0
TIAAN,Be Ok,0,0,0,0
tUnE-yArDs,Wait for a Minute,1,0,1,0
SOAK,Blud,0,0,1,0
FKA twigs,Papi Pacify,3,0,0,0
G-Eazy,Far Alone,1,0,0,0
Sam Hunt,Raised on It,0,0,0,0
Dillon Francis,Get Low,0,0,0,0
"Tyler, The Creator",Yonkers,0,0,0,0
Savages,Fuckers,0,0,0,0
Reggie Watts,Fuck Shit Stack,0,0,0,0
Kanye West,I'm In It,1,0,0,0
Tenacious D,Fuck Her Gently,1,0,0,0
2 LIVE CREW,Me So Horny,5,0,0,0
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",1,1,1,0
Babyshambles,Fuck Forever,2,0,0,0
2Pac,Fuck The World,0,1,0,0
Green Day,The Grouch,0,2,1,0
JAY Z,Can I Get A...,1,0,0,0
Radiohead,Creep,0,0,0,0
Lily Allen,Fuck You,0,0,2,0
Frank Ocean,Novacane,2,0,0,0
Mase,Welcome Back,0,1,0,0
Zack Hemsey,Vengeance,0,0,0,0
Grouplove,Chloe,0,0,0,0
Coldplay,Spies,0,0,0,0
The Dead Weather,Treat Me Like Your Mother,0,0,0,0
Jimi Hendrix,Freedom,2,1,0,0
JAY Z,Oh My God,0,1,0,0
Soundgarden,My Wave,0,0,2,0
Laura Marling,Night Terror,0,0,0,0
Sleigh Bells,24,2,0,0,0
Tom Petty,Jack,0,0,0,0
Sex Pistols,Anarchy In the UK,0,0,0,0
Rage Against The Machine,Calm Like a Bomb,0,0,0,0
Glasvegas,Stabbed,0,0,0,0
The Velvet Underground,Heroin,0,0,0,0
Wilco,A Shot In The Arm,1,0,0,0
Built To Spill,Stab,0,0,0,0
Coldplay,Cemeteries Of London,0,0,0,0
Valerie June,The Hour,1,0,0,0
Sleigh Bells,24,2,0,0,0
Tom Petty,Jack,0,0,0,0
Sex Pistols,Anarchy In the UK,0,0,0,0
Rage Against The Machine,Calm Like a Bomb,0,0,0,0
Glasvegas,Stabbed,0,0,0,0
The Velvet Underground,Heroin,0,0,0,0
Wilco,A Shot In The Arm,1,0,0,0
Built To Spill,Stab,0,0,0,0
Coldplay,Cemeteries Of London,0,0,0,0
Warren Zevon,Werewolves Of London,0,0,0,0
Jane's Addiction,Underground,1,0,0,0
Kings of Leon,Family Tree,1,0,1,0
Spoon,Don't Make Me a Target,0,0,0,0
A.C. Newman,Hostages,0,0,0,0
Tom Petty and the Heartbreakers,Breakdown,1,0,0,0
Franz Ferdinand,Bullet,0,0,1,0
2 Chainz,Riot,0,0,1,0
Primus,The Heckler,0,0,0,0
The Clash,This is England,0,0,0,0
Frank Ocean,Sweet Life,0,0,0,0
Fabolous,Throw It In The Bag,0,0,0,0
Sleigh Bells,Rill Rill,0,0,0,0
Azealia Banks,1991,0,0,1,0
Azealia Banks,Liquorice,0,0,0,0
2 Chainz,I'm Different,0,0,1,0
Kanye West,Bound 2,5,0,2,0
Kanye West,New Slaves,1,0,0,0
M.I.A.,Y.A.L.A.,0,0,0,0
Phoenix,If I ever feel better,2,1,0,0
deadmau5,I Remember,1,0,0,0
Gucci Mane,Fell Out,1,0,0,0
Beyoncé,Best Thing I Never Had,1,0,0,0
Lake Street Dive,Miss Disregard,0,0,0,0
Sheryl Crow,Soak Up The Sun,0,0,0,0
Keri Hilson,Pretty Girl Rock,1,2,3,0
La Roux,I'm Not Your Toy,6,0,0,0
Rihanna,"You Don't Love Me (No, No, No)",2,0,0,0
Rihanna,Here I Go Again,0,0,0,0
Miley Cyrus,#GETITRIGHT,0,1,0,0
Drake,Worst Behavior,10,0,0,0
Tove Lo,Stay High - Habits Remix,0,0,0,1
SBTRKT,Right Thing To Do (feat. Jessie Ware),0,0,0,0
The Jackson 5,ABC,2,0,0,0
James Brown,I Got You (I Feel Good),0,0,0,0
Vacationer,Good As New,0,0,0,0
Journey,Don't Stop Believin',3,1,2,0
Sean Paul,Hey Baby,0,1,0,0
Sean Paul,Temperature,0,0,0,0
Sean Paul,Get Busy,1,0,0,0
Sean Paul,Baby Boy [feat. Beyonce],2,0,0,0
Sean Paul,Want Dem All (feat. Konshens),0,0,0,0
Sean Paul,She Doesn't Mind,0,0,0,0
Sean Paul,So Fine,2,0,0,0
Sean Paul,Like Glue,0,1,0,0
